date,year,month,week,tv_grps,digital_video_impressions,paid_search_clicks,radio_spend,ooh_impressions,print_newspaper_circulation,weekly_sales_units
2023-10-22,2023,10,42,159.1114451452592,155869.70865944537,15282.201187919864,521.0040305909308,65192.697357727986,145724.50931248482,12940.852161630653
2023-10-29,2023,10,43,62.188154135322165,130821.69558574699,27133.13994840829,419.5340625685391,60145.295383057106,194228.88332730797,13111.724107786968
2023-11-05,2023,11,44,153.82420007930466,96688.93143887282,66033.60108721533,53.045857435518194,60636.84708571906,186354.05636890657,13225.963841883593
2023-11-12,2023,11,45,171.42909999982763,74263.90756254442,36636.63760354468,651.3991209199639,37535.694805683306,170287.9787718575,12858.135767395446
2023-11-19,2023,11,46,176.95031216652518,202997.71568704152,35250.06354804476,989.8629120964084,50927.36131797767,210571.31849840883,12893.787455321792
2023-11-26,2023,11,47,137.16818185069008,124650.90443862058,25617.100045223186,456.08514597868685,36489.00746211265,191410.8030223797,12793.516630668779
2023-12-03,2023,12,48,90.12925845592581,195482.9169787066,12999.614746028257,553.5240250946579,62451.76321490811,186532.0654351831,13070.591450187932
2023-12-10,2023,12,49,181.10695945404092,136868.79428916698,71275.42455636823,624.8358903506297,21106.232905179673,235463.69644873147,13142.998474147009
2023-12-17,2023,12,50,127.86359301974147,140952.16659579572,22192.062544888227,411.6274335654634,30275.779294383796,227047.7841018458,13165.405874891496
2023-12-24,2023,12,51,134.69076703820718,196555.29141347966,28872.185205541948,520.8665055907122,44152.31579901048,252107.80149218644,13871.62090662503
2023-12-31,2023,12,52,101.03426924739655,140886.78777220647,16241.068880263743,417.96948103152715,23638.459256184397,187813.3741841218,13247.399400925593
2024-01-07,2024,1,1,154.11128469045707,279083.3483104637,11835.488477800545,431.9302435046677,53138.517701842546,154429.53999280307,13082.07032379304
2024-01-14,2024,1,2,121.95056767759877,92938.13745074625,34436.24374234572,305.99937525793473,38775.04291033735,205969.7086392434,12951.508340239345
2024-01-21,2024,1,3,152.45214237577213,206085.87766214067,30222.757195711318,335.66991207914117,61190.512615653985,233994.14951818384,13682.296564704908
2024-01-28,2024,1,4,74.82877304742503,140460.42146354547,11544.997012580608,172.09417599408087,50288.77881936575,194146.22953860462,13625.242931686567
2024-02-04,2024,2,5,129.4564129574707,61068.60125248394,15428.466382082112,125.12395753773771,71532.44751089555,167409.28770821434,13528.928231671847
2024-02-11,2024,2,6,109.72020678808138,94191.85456719947,25973.91843255134,133.50829528732845,56440.84518495679,198284.47075182028,13767.51747712901
2024-02-18,2024,2,7,164.30046191523567,186495.7345621117,19041.119469776317,259.6693901474043,45438.56171342179,156577.3051209677,12908.262320011443
2024-02-25,2024,2,8,102.63575039043558,303726.30847752315,35266.663808359284,57.59977706075702,53307.2951476822,184357.98291798963,12999.10654465066
2024-03-03,2024,3,9,100.09795573992268,149248.53056882712,24237.529179363104,106.88621935884355,40147.62560761771,201441.78920598046,12967.764585392688
2024-03-10,2024,3,10,147.86034403190664,137532.10408942326,18791.697506474917,895.2987588991975,38501.9820562169,196667.08396725223,13003.916050793116
2024-03-17,2024,3,11,129.98660433265667,253747.14198116693,14544.029851244151,38.6017897108796,44639.011169497004,215217.3229534394,12963.309293090288
2024-03-24,2024,3,12,186.64864804391652,182050.17564928377,13426.250336409163,266.3400271656009,7562.157533961767,234591.22939365762,13033.165627510447
2024-03-31,2024,3,13,104.99661562088123,76538.43877596204,13782.924522404785,391.99851715368794,54497.28243862373,258628.5471969489,13758.63550327635
2024-04-07,2024,4,14,118.76588185134695,189042.9968503048,45567.360129852066,404.2445416430409,55285.533649410754,179390.6573725331,13596.161116197982
2024-04-14,2024,4,15,159.93018691064987,188199.20218287926,21676.534532031208,228.2670089334848,55679.610075286415,318541.1419249358,15093.635031875452
2024-04-21,2024,4,16,143.60236876585213,107870.7174251459,35146.82789161818,292.1595785220365,41835.70279155799,223523.01622138283,14589.571656391672
2024-04-28,2024,4,17,128.69394230473074,256314.42574442888,20018.710346835614,560.6106469096005,56911.559515665984,167549.4255181693,14209.21926185062
2024-05-05,2024,5,18,199.0102777718169,231739.33620882934,31586.829984056647,250.6093523184385,51594.608247577984,135010.24531792093,13566.58795885818
2024-05-12,2024,5,19,172.44333883858496,278795.29215177987,21179.168182538593,129.75496329303832,35842.18449208741,196221.15917931145,13222.21689623044
2024-05-19,2024,5,20,96.60167567352752,89199.79512957117,21261.612497836246,465.24730432121714,48998.34395352045,151090.5056350572,12826.158657282705
2024-05-26,2024,5,21,116.06085727043018,134471.8238819654,14724.226549732199,65.58596760505458,67998.9456529856,170369.69656829475,13065.998996563856
2024-06-02,2024,6,22,66.7432194719132,138171.75485209268,33875.435024002756,202.64318867786733,37691.809003801136,208440.3365823436,13020.908641227685
2024-06-09,2024,6,23,129.29439687800104,179850.76553876337,17497.36854181475,395.03916465708244,36876.96666431529,161886.45144887277,12357.315151027587
2024-06-16,2024,6,24,134.91565282133118,229360.92943945056,12444.650508641123,260.7661829851858,45448.78902813073,190929.71608004023,12622.061203880965
2024-06-23,2024,6,25,113.62390621081082,192542.79895604917,24706.77952561734,481.2661984671472,43597.629923601824,273243.4387688978,13465.928270269233
2024-06-30,2024,6,26,127.00705229603057,132601.97052897804,33278.17774931242,1935.635289005759,57829.39921843724,236837.8274574548,14033.63081021023
2024-07-07,2024,7,27,99.7837337090762,153304.8867600036,29498.225944173842,461.5395511209261,51543.87973329065,190865.07468923862,13636.843631394451
2024-07-14,2024,7,28,128.56817090702106,53646.904310281,28175.29697346392,216.92004491778724,28144.391985195016,227120.30880183153,13632.971551233397
2024-07-21,2024,7,29,162.32993978196623,132080.17715103182,26852.00023256414,632.0478089832776,56329.85168050357,172689.40366698697,13501.98534016338
2024-07-28,2024,7,30,121.56246527112361,101290.1667343135,45197.02795804938,239.55909749610572,42357.12747958581,142718.64897553978,12872.23744390889
2024-08-04,2024,8,31,87.84595949936319,201982.31468096495,13168.269573163605,54.96298240683849,46601.428769363534,262054.18842053993,13683.963235167716
2024-08-11,2024,8,32,88.45819680586595,182596.36633139537,35865.878025693586,326.60337947809023,47649.73942724535,205960.01346555285,13592.872907007757
2024-08-18,2024,8,33,105.00525880508685,182326.65536557155,13147.918562111141,587.4605377520144,23485.249857442963,187165.66025465864,13127.211227645086
2024-08-25,2024,8,34,173.51878342379837,145214.25016844535,20484.296743339335,587.6844016836197,60522.83233751585,161024.66614455177,12902.439818055353
2024-09-01,2024,9,35,89.58679647634736,93185.33898287591,34069.408906941506,178.14801571727065,29298.92396516538,237115.87188215498,13184.890165382796
2024-09-08,2024,9,36,134.1851455447028,182296.59194046247,54769.944526025625,242.74809969231575,50291.99463005482,197180.55965700836,13251.718947341855
2024-09-15,2024,9,37,156.53966643723192,164152.79738577368,15706.043262766447,216.24085288997722,47220.57380104679,263730.2692837205,14034.478567855645
2024-09-22,2024,9,38,170.52886190886207,167266.97791248566,15835.8665935916,168.39772740939017,53170.992145989294,215307.86736761476,14148.329912359224
2024-09-29,2024,9,39,56.4697605194759,73111.62114700527,6451.5469335874395,407.753156019895,51069.75712426988,181721.0347263609,13824.271195243042
2024-10-06,2024,10,40,148.9212209020833,113696.57260477489,14109.683337119133,290.33071998560587,44320.68899940554,224381.3732237808,13985.362213177295
2024-10-13,2024,10,41,164.02814176742783,113010.96608982029,15341.144578539259,625.9445981735277,37708.12234705909,297596.1452710928,14580.660500492637
2024-10-20,2024,10,42,112.5813808485386,273886.1841610953,14633.951777196306,290.65503843798444,59691.534955041076,237370.98250556542,15097.949642627987
2024-10-27,2024,10,43,137.00173846798364,183197.43486336173,18310.135501158977,215.3085579500603,53212.28942539746,287993.9040676224,15467.120304960841
2024-11-03,2024,11,44,107.32979302469576,296324.36107802164,9276.668709512487,353.03666819914923,49295.60003676804,209212.24553076754,15295.398452209622
2024-11-10,2024,11,45,64.17902243336364,150581.58696554834,30814.29136443329,542.920139458912,40180.23209896148,304899.94598574133,15846.430649933225
2024-11-17,2024,11,46,96.83852760948106,145037.52097647756,31921.954554649077,108.53974914463012,48580.69340695515,291433.81860364735,16221.30124488187
2024-11-24,2024,11,47,152.14962228928744,96461.2984584961,35891.87848398047,389.4413834263028,44647.1081653751,192763.97819081272,15659.291089448518
2024-12-01,2024,12,48,62.03914593878839,111805.07372045556,32353.618705375593,954.4107153985547,47688.392819655295,188095.32858883947,14916.50779424292
2024-12-08,2024,12,49,101.33665694759304,179615.04587513304,63405.459763624924,59.90758519990478,60528.99759120382,265258.52225181233,15483.532132089525
2024-12-15,2024,12,50,95.07519405771815,188052.86083266907,41461.664180361295,159.63941395914887,40412.60234417653,118869.65894182558,14185.2903596554
2024-12-22,2024,12,51,168.8159718084671,195745.27945260188,20818.316105277187,633.2468746465727,41856.79291288567,205988.24203463946,13862.6314548319
2024-12-29,2024,12,52,138.31132049141146,262046.41169482874,25212.9408802146,736.2677102607943,43443.535374418716,228288.0080801475,14017.325875291988
2025-01-05,2025,1,1,160.9517077964345,203885.0771907468,31888.873197919813,79.23093638231063,53890.41493880097,141146.32730513444,13687.218553321065
2025-01-12,2025,1,2,163.61386352163788,131833.37141611424,31565.496103920243,1153.8239561586552,46895.211844364945,265299.42306347477,14118.09378040683
2025-01-19,2025,1,3,82.24615837260431,178524.32019253538,27245.41053381196,929.1573854830372,41986.941622432714,149059.9778128146,13397.741769449702
2025-01-26,2025,1,4,136.5846315548203,222101.7408312138,16078.552073114812,603.8634327483676,61968.12914676595,111649.66671413819,12800.664633327498
2025-02-02,2025,2,5,147.36320694928534,177705.20560557803,21950.86984273922,567.4795030341764,60971.438787949715,224978.98060375816,13361.744760752765
2025-02-09,2025,2,6,130.67012777083968,107391.8345486244,15681.340861191511,363.9444669624803,45523.69207278918,182241.76012175405,13167.687067677472
2025-02-16,2025,2,7,163.38695286473998,240556.91467921645,15724.86051176539,270.02106547821734,58427.023493479406,157630.48902117115,12937.312022252967
2025-02-23,2025,2,8,118.33808249663511,130926.19134564388,20550.37393199895,89.63826901412455,61211.660193237076,202871.7360385003,13233.462208851013
2025-03-02,2025,3,9,162.077387257528,75795.97681433173,6890.775816172137,60.058535018275926,65570.39244493157,219510.18712781655,13675.171651922978
2025-03-09,2025,3,10,154.20206385923436,120320.45677268441,17544.775796278635,555.3280035829408,42399.98562660031,213016.05660209627,13652.677682640411
2025-03-16,2025,3,11,132.27496274462067,190117.37139198848,46335.17627086697,121.1073505177764,51331.15461913904,185631.32398963315,13534.956545780888
2025-03-23,2025,3,12,114.19772663312358,158802.78070305998,18147.529474847972,85.09029233503365,80925.99760386345,210696.61754125584,14014.766824327296
2025-03-30,2025,3,13,131.11204465087263,100571.62879008251,37671.95170099448,245.2425245478313,59473.49792840673,164064.80203907742,13483.426338558193
2025-04-06,2025,4,14,83.0842425415253,268260.8872049192,12753.827812130126,885.8347325821477,63939.624426689814,185979.31484981492,13482.694508625464
2025-04-13,2025,4,15,95.58023621155843,284716.40006713633,18793.079408082416,476.7266986084385,49114.999571263295,146017.97987612107,12996.304176359203
2025-04-20,2025,4,16,146.6286145115151,223073.53700264834,30529.57410527374,77.8956446029221,59099.31014755024,283307.5603637138,13961.32861484191
2025-04-27,2025,4,17,127.4763365263231,106698.1864129942,43901.52306626159,41.05149881350912,45711.11908943336,227323.2780400965,14161.542281538546
2025-05-04,2025,5,18,139.48194586901036,384114.734127434,15969.233395357316,687.6723982960398,63237.346902128804,231787.26293856875,14535.673863234751
2025-05-11,2025,5,19,164.1863889203902,120469.88342105254,27432.99738282902,492.1767638040877,71149.13239414406,254813.17759936088,14944.37907950495
2025-05-18,2025,5,20,153.37090893606631,230022.41359559313,32227.30770950352,477.55887867156764,39084.36443605261,108025.62202922096,13494.619272737971
2025-05-25,2025,5,21,113.85867519468758,176220.68838487836,25625.66656756422,222.22707362283862,42833.195771108076,228760.58888735826,13725.588871852204
2025-06-01,2025,6,22,116.60794664323421,156662.50623496744,13362.947319013392,164.0675841484292,47605.742690739775,208295.82670974263,13832.736825489786
2025-06-08,2025,6,23,138.76420080679264,251918.90014642492,29014.977251978107,698.4443181721726,38032.512079975575,168953.65107873493,13031.137868613521
2025-06-15,2025,6,24,104.04038625115385,282937.3405036555,15946.670135750857,1869.9150152272516,32599.89157612479,157540.83716072148,12281.433983963174
2025-06-22,2025,6,25,93.82479083327989,196405.33646133327,29849.097488168605,126.06841388688197,35388.89755046758,145814.6968426901,11980.026991600547
2025-06-29,2025,6,26,156.4563631020115,163374.27305962212,16735.064072347515,190.31417684159,35247.2149096245,203336.16197714183,12142.162598760013
2025-07-06,2025,7,27,114.79509170461395,139272.8453916022,27248.69496909175,449.80675262631064,45199.83458017527,261157.0140511235,13149.876981378846
2025-07-13,2025,7,28,146.87356498109503,96258.79405301015,26257.235453453945,527.434563691962,52733.619704054785,187184.17372534215,13115.789011357172
2025-07-20,2025,7,29,136.77898645074677,105096.45784102246,27772.74658514434,637.1629024021057,63005.94469071918,170133.65717713773,13104.144399672809
2025-07-27,2025,7,30,122.83494987660845,140858.54015779923,32326.0470361896,407.69915236274767,41019.14415753612,197939.22911979828,12885.542992858545
2025-08-03,2025,8,31,88.78551731008811,165381.59707261185,11253.09653865206,272.6035352471577,38365.696978649525,216566.1430868424,13232.195336236326
2025-08-10,2025,8,32,77.9844182570893,139581.1360823931,11449.948449627855,210.2765008726433,44365.52641586345,233588.9235874388,13490.10263531889
2025-08-17,2025,8,33,199.86006271087166,302478.3585596097,23613.122086157342,516.7615341863855,55403.82925087058,215380.57211557368,13844.126842445768
2025-08-24,2025,8,34,147.33988779004028,159622.83421923348,12724.42249119264,408.9998598309912,41475.32219709936,281083.2756933849,14278.598079572723
2025-08-31,2025,8,35,55.11274853943802,179508.40870494195,26915.30557867574,738.9709728537106,57243.81985715011,243618.88985812577,14723.166134079416
2025-09-07,2025,9,36,173.1229219542777,326400.6534905969,26709.94362027169,513.712473307918,62440.72373225711,161617.56171178698,14246.542736063011
2025-09-14,2025,9,37,95.57258513802665,166476.29477668443,52044.555216191555,976.6435196553889,56144.399523515465,226334.73785267663,14546.811595066256
2025-09-21,2025,9,38,162.17132610309295,214417.4028072546,22306.82368676374,523.3278638387294,57195.17971922944,243737.99189338164,14791.40631095993
2025-09-28,2025,9,39,79.6037575634668,169352.68987924405,41045.76277999187,172.45003059247685,52428.36754188492,175981.8010741423,14434.215892910779
2025-10-05,2025,10,40,119.59082019682617,144765.4113992897,15491.448303525785,622.1318401597487,55453.19014339337,237390.95691032032,14660.405279602366
2025-10-12,2025,10,41,131.17035181479622,150547.5701640487,47305.46988020809,199.6450557219144,44573.32802367948,233513.26863794017,14678.268567427856
2025-10-19,2025,10,42,107.57810995667919,95914.51523580356,22054.559040520584,422.92621480788284,38705.989786250626,158812.15611983743,13906.172888646597
2025-10-26,2025,10,43,111.20327283513714,120129.24417204772,10335.434897189743,101.58627073202233,71550.61361200672,289280.51073010487,14925.610816517345
2025-11-02,2025,11,44,88.65607690243968,163762.85112589004,13385.338715354785,108.64043272919974,62166.886909427834,192543.2022727215,14866.32574330067
2025-11-09,2025,11,45,87.28433883042854,353526.34960628423,32580.2700681114,269.4588988250715,58544.806177391336,171025.3469708964,14337.89849548769
2025-11-16,2025,11,46,118.31173617134121,119165.63451639615,33644.062485344904,263.2742292137769,37707.908790195506,199158.62207791492,13832.153794266804
2025-11-23,2025,11,47,118.42295143604532,47431.83002143725,17165.314400144438,520.3433138596265,53661.82688741661,231277.7587641325,14197.612229664437
2025-11-30,2025,11,48,102.14374333567244,255787.53026486855,37552.187912642934,799.316744946507,45957.51821438923,186466.2905245553,13718.440897263075
2025-12-07,2025,12,49,179.59926082311537,139941.1648750326,29178.6298056867,293.5806855167827,53376.611918114984,182976.1651474361,13796.590818150253
2025-12-14,2025,12,50,124.05415655100317,128624.31449707931,19966.892732077416,239.20474978601064,61448.284569805044,199247.34672455612,13643.645122652917
2025-12-21,2025,12,51,68.53244628639696,75512.44404217409,28355.443181578135,349.45143422711243,58727.84172737959,133213.9234198956,13312.613059118148
2025-12-28,2025,12,52,136.33616188899583,88580.38790924779,27507.82207549623,152.61169852146895,48375.636157090405,165481.57744673497,12883.047572147141
